Entrance Description,Routes,Entrance Latitude,Entrance Longitude
Briarwood-Van Wyck Blvd - 84th Rd & Queens Blvd (NE),F,40.709681,-73.819601
Briarwood-Van Wyck Blvd - Van Wyck Blvd & Queens Blvd (SE),F,40.709316,-73.819773
Elmhurst Av - Elmhurst Ave & Broadway (SW),"M,R",40.741861,-73.881457
Elmhurst Av - Britton Ave & Broadway (NW),"M,R",40.742937,-73.882708
Elmhurst Av - Britton Ave & Broadway (SW),"M,R",40.742791,-73.883025
Elmhurst Av - Elmhurst Ave & Broadway (SE),"M,R",40.741729,-73.881135
Elmhurst Av - Elmhurst Ave & Broadway (NW),"M,R",40.742066,-73.881039
Forest Hills-71st Av - 70th Rd & Queens Blvd (NW),"e,F,M,R",40.722269,-73.845153
Forest Hills-71st Av - 71st & Queens Blvd (SW),"E,F,M,R",40.721409,-73.844632
Forest Hills-71st Av - 108th St & Queens Blvd (NW),"E,F,M,R",40.721916,-73.844352
Forest Hills-71st Av - 71st & Queens Blvd (SE),"E,F,M,R",40.7211,-73.844039
Forest Hills-71st Av - 71st & Queens Blvd (NE),"E,F,M,R",40.72149,-73.843389
Grand Av-Newtown - Broadway & Queens Blvd (SE),"M,R",40.737354,-73.877191
Grand Av-Newtown - 54th St & Queens Blvd (SE),"M,R",40.735888,-73.876886
Grand Av-Newtown - 54th St & Queens Blvd (NE),"M,R",40.736277,-73.876424
Grand Av-Newtown - 54th St & Queens Blvd (SW),"M,R",40.736075,-73.877167
Grand Av-Newtown - Broadway & Queens Blvd (SW),"M,R",40.737477,-73.877424
Jackson Heights-Roosevelt Ave - 75th St & Roosevelt Ave (SW),"E,F,M,R,7",40.746784,-73.890958
Jackson Heights-Roosevelt Ave - 75th St & Broadway (NW),"E,F,M,R,7",40.746597,-73.890955
Jackson Heights-Roosevelt Ave - 73rd St & 37th Rd (NE),"E,F,M,R,7",40.747238,-73.892146
Jackson Heights-Roosevelt Ave - 74th St & Roosevelt Av (SW),"E,F,M,R,7",40.746527,-73.891461
Jackson Heights-Roosevelt Ave - 75th St & Broadway (NE),"E,F,M,R,7",40.746391,-73.890285
Jackson Heights-Roosevelt Ave - 75th St & Broadway (SE),"E,F,M,R,7",40.745988,-73.890208
Jackson Heights-Roosevelt Ave - 73rd St & Broadway (SW),"E,F,M,R,7",40.747034,-73.892555
Jamaica-179th St - Midland Pkwy & Hillside Ave (NE),F,40.713207,-73.782119
Jamaica-179th St - 180th St & Hillside Ave (SW),F,40.712865,-73.782418
Jamaica-179th St - 179th Pl & Hillside Ave (SW),F,40.712581,-73.783377
Jamaica-179th St - 179th St & Hillside Ave (NE),F,40.71264,-73.784411
Jamaica-179th St - 179th Pl & Hillside Ave (SW),F,40.712548,-73.783427
Jamaica-179th St - 180th St & Hillside Ave (NW),F,40.712892,-73.783363
Jamaica-179th St - 180th St & Hillside Ave (SW),F,40.712669,-73.783274
Jamaica-179th St - 180th St & Hillside Ave (NW),F,40.71294,-73.783179
Jamaica-179th St - 180th St & Hillside Ave (SW),F,40.712723,-73.783035
Jamaica-179th St - 180th St & Hillside Ave (NW),F,40.713113,-73.782624
Jamaica-179th St - 180th St & Hillside Ave (SW),F,40.712723,-73.782637
Jamaica-179th St - 179th St & Hillside Ave (SW),F,40.712242,-73.784968
Jamaica-179th St - 179th St & Hillside Ave (NW),F,40.712483,-73.785064
Jamaica-179th St - 179th St & Hillside Ave (SW),F,40.71224,-73.784456
Jamaica-179th St - 179th St & Hillside Ave (NE),F,40.712575,-73.784669
Jamaica-179th St - 179th St & Hillside Ave (SE),F,40.712295,-73.78428
Kew Gardens-Union Turnpike - Union Tpke & Queens Blvd (NW),"E,F",40.714929,-73.831501
Kew Gardens-Union Turnpike - Union Tpke & Queens Blvd (NW),"E,F",40.714673,-73.832151
Kew Gardens-Union Turnpike - Union Tpke & Queens Blvd (SW),"E,F",40.715019,-73.83162
Kew Gardens-Union Turnpike - Union Tpke & Queens Blvd (SE),"E,F",40.714145,-73.830886
Kew Gardens-Union Turnpike - Union Tpke & Queens Blvd (SE),"E,F",40.713967,-73.831303
Kew Gardens-Union Turnpike - Union Tpke & Queens Blvd (NE),"E,F",40.714073,-73.829917
Kew Gardens-Union Turnpike - 80th Rd & Queens Blvd (SE),"E,F",40.713663,-73.830011
Kew Gardens-Union Turnpike - Union Tpke & Queens Blvd (SE),"E,F",40.714001,-73.831166
Lexington Av-53rd St - Lexington Ave & 53rd St (NE),"E,M,6",40.758329,-73.970567
Lexington Av-53rd St - 3rd Ave & 53rd St (NE),"E,M,6",40.757685,-73.969125
Lexington Av-53rd St - 3rd Ave & 53rd St (NE),"E,M,6",40.757718,-73.969161
Lexington Av-53rd St - 3rd Ave & 53rd St (SE),"E,M,6",40.757475,-73.969255
Lexington Av-53rd St - Lexington Avenue & 52nd Street (NE),"E,M,6",40.757804,-73.971141
Lexington Av-53rd St - Lexington Ave & 52nd St (NE),"E,M,6",40.757784,-73.971098
Lexington Av-53rd St - Lexington Ave & 53rd St (SE),"E,M,6",40.75812,-73.970958
Northern Blvd - 54th St & Northern Blvd (NW),"M,R",40.753086,-73.907119
Northern Blvd - 54th St & Broadway (SW),"M,R",40.753428,-73.906847
Parsons Blvd - Parsons Blvd & Hillside Ave (NW),F,40.707873,-73.802999
Parsons Blvd - Parsons Blvd & Hillside Ave (SW),F,40.707473,-73.802797
Parsons Blvd - 153rd St & Hillside Ave (SW),F,40.707063,-73.80462
Parsons Blvd - 153rd St & Hillside Ave (NE),F,40.707358,-73.804498
Parsons Blvd - 153rd St & Hillside Ave (SE),F,40.707062,-73.804332
Parsons Blvd - Parsons Blvd & Hillside Ave (SE),F,40.707563,-73.802611
Queens Plaza - Jackson Ave & West St (SW),"E,M,R",40.748705,-73.938471
Queens Plaza - Northern Blvd & 41st Ave (NW),"E,M,R",40.749857,-73.936198
Queens Plaza - Northern Blvd & 41st Ave (SE),"E,M,R",40.749577,-73.936094
Queens Plaza - Jackson Ave & West St (SE),"E,M,R",40.748466,-73.938244
Queens Plaza - Jackson Ave & Queens Blvd (NE),"E,M,R",40.748807,-73.937057
Queens Plaza - Jackson Ave & Queens Blvd (SE),"E,M,R",40.748697,-73.937364
Queens Plaza - Jackson Ave & Queens Blvd (SW),"E,M,R",40.749086,-73.937896
Steinway St - Steinway St & Broadway (SW),"M,R",40.758143,-73.919842
Steinway St - Steinway St & 34th Ave (NE),"M,R",40.756673,-73.920622
Steinway St - Steinway St & 34th Ave (SW),"M,R",40.756583,-73.921108
Steinway St - Steinway St & Broadway (SE),"M,R",40.758279,-73.919433
Sutphin Blvd - Sutphin Blvd & Hillside Ave (NE),F,40.705945,-73.809489
Sutphin Blvd - Sutphin Blvd & Hillside Ave (SE),F,40.705591,-73.809481
Sutphin Blvd - 144th St & Hillside Ave (SW),F,40.704906,-73.811956
Sutphin Blvd - 144th St & Hillside Ave (NE),F,40.705341,-73.81186
Sutphin Blvd - Sutphin Blvd & Hillside Ave (SW),F,40.705538,-73.809717
Woodhaven Blvd - Woodhaven Blvd & Queens Blvd (SW),"M,R",40.733354,-73.870983
Woodhaven Blvd - Horace Harding Expwy & Queens Blvd (NE),"M,R",40.733188,-73.868605
Woodhaven Blvd - 59th Ave & Queens Blvd (NE),"M,R",40.733555,-73.869588
Woodhaven Blvd - Woodhaven Blvd & Queens Blvd (SE),"M,R",40.733041,-73.870334
Aqueduct-North Conduit Av - 99th Pl & Hawtree St (NE),A,40.669339,-73.834721
Aqueduct-North Conduit Av - Cohancy St & North Conduit Ave (NE),A,40.667018,-73.83348
Aqueduct Racetrack -  &  (),A,40.672208,-73.834589
Beach 105th St - Beach 106th St & Rockaway Frwy (SW),H,40.583369,-73.827474
Beach 105th St - Beach 106th St & Rockaway Frwy (NW),H,40.583435,-73.827232
Beach 105th St - Beach 106th St & Rockaway Frwy (SW),H,40.583248,-73.827163
Beach 105th St - Beach 106th St & Rockaway Frwy (NW),H,40.583187,-73.827388
Beach 25th St - Beach 25th St & Rockaway Frwy (SW),A,40.599427,-73.761807
Beach 25th St - Beach 25th St & Rockaway Frwy (SW),A,40.59967,-73.761596
Beach 25th St - Beach 25th St & Rockaway Frwy (NW),A,40.599708,-73.761959
Beach 36th St - Beach 35th & Rockaway Frwy (SW),A,40.595469,-73.767919
Beach 36th St - Beach 36th & Edgemere Ave (NE),A,40.595445,-73.768313
Beach 36th St - Beach 36th & Edgemere Ave (SE),A,40.595297,-73.768206
Beach 36th St - Beach 35th & Rockaway Frwy (NW),A,40.595617,-73.768032
Beach 44th St - Beach 44th St & Edgemere Ave (NW),A,40.593106,-73.775743
Beach 44th St - Beach 44th St & Edgemere Ave (SW),A,40.592897,-73.775715
Beach 44th St - Beach 45th St & Edgemere Ave (NE),A,40.593079,-73.775985
Beach 44th St - Beach 45th St & Edgemere Ave (SW),A,40.59286,-73.776109
Beach 60th St - Beach 60th St & Rockaway Frwy (NE),A,40.592478,-73.78941
Beach 60th St - Beach 60th St & Rockaway Frwy (SE),A,40.592269,-73.789578
Beach 60th St - Beach 59th Sr & Rockaway Frwy (NW),A,40.59249,-73.789161
Beach 60th St - Beach 59th Sr & Rockaway Frwy (SW),A,40.592292,-73.789153
Beach 67th St - Beach 67th St & Rockaway Frwy (SW),A,40.590951,-73.796176
Beach 67th St - Beach 67th St & Rockaway Frwy (NW),A,40.590744,-73.797789
Beach 67th St - Beach 67th St & Rockaway Frwy (SW),A,40.590901,-73.796609
Beach 67th St - Beach 67th St & Rockaway Frwy (NW),A,40.591123,-73.79646
Beach 90th St - Beach 89th St & Rockaway Frwy (NW),H,40.58808,-73.813907
Beach 90th St - Beach 89th St & Rockaway Frwy (SW),H,40.587929,-73.813755
Beach 90th St - Beach 90th St & Rockaway Frwy (SE),H,40.587814,-73.814037
Beach 90th St - Beach 90th St & Rockaway Frwy (NE),H,40.587999,-73.814117
Beach 98th St - Beach 98th St & Rockaway Frwy (SW),H,40.585208,-73.820595
Beach 98th St - Beach 98th St & Rockaway Frwy (NW),H,40.58554,-73.820345
Beach 98th St - Beach 98th St & Rockaway Frwy (SW),H,40.585342,-73.820249
Broad Channel - West Rd & Noel Rd (NE),"A,H",40.608007,-73.815967
Far Rockaway-Mott Av - Beach 22nd St & Mott Ave (SW),A,40.604657,-73.754178
Howard Beach - 103rd St & 159th Ave (NE),A,40.660486,-73.830453
Howard Beach - 103rd St & 159th Ave (SE),A,40.66016,-73.830372
Howard Beach - 103rd St & 159th Ave (NE),A,40.660465,-73.830518
Howard Beach - 103rd St & 159th Ave (SE),A,40.660372,-73.830369
Rockaway Park-Beach 116th - Beach 116th St & Wainwright Ct (NE),H,40.58051,-73.837418
Grand Central - Vanderbilt Ave & 42nd St (SE),"GS,4,5,6,7",40.752279,-73.97828
Grand Central - Park Ave & 42nd St (SW),"GS,4,5,6,7",40.752184,-73.978048
Grand Central - Madison Ave & 42nd St (SW),"GS,4,5,6,7",40.752846,-73.979798
Grand Central - Madison Ave & 42nd St (NW),"GS,4,5,6,7",40.753087,-73.979537
Grand Central - Madison Ave & 42nd St (NE),"GS,4,5,6,7",40.75283,-73.978917
Grand Central - Vanderbilt Ave & 42nd St (SE),"GS,4,5,6,7",40.752218,-73.978396
Grand Central - Vanderbilt Ave & 42nd St (NW),"GS,4,5,6,7",40.752717,-73.978487
Times Square - Broadway & 43rd St (SW),"A,C,E,N,Q,R,GS,1.0,2.0,3.0,7.0",40.756476,-73.986311
103rd St - Broadway & 103rd St (NE),1,40.799142,-73.968314
103rd St - Broadway & 103rd St (NW),1,40.799282,-73.968679
103rd St - Broadway & 104th St (SE),1,40.799584,-73.968091
103rd St - Broadway & 103rd St (NE),1,40.799223,-73.968271
103rd St - Broadway & 103rd St (NW),1,40.79941,-73.968612
116th St-Columbia University - Broadway & 115th St (SE),1,40.807535,-73.964013
116th St-Columbia University - Broadway & 116th St (NW),1,40.808251,-73.963955
116th St-Columbia University - Broadway & 116th St (NE),1,40.808099,-73.963603
116th St-Columbia University - Broadway & 116th St (NW),1,40.8084,-73.963845
116th St-Columbia University - Broadway & 116th St (NE),1,40.808245,-73.963495
125th St - Broadway & Tiemann Pl (NE),1,40.815143,-73.958439
125th St - Broadway & 125th St (SW),1,40.81523,-73.958366
125th St - Broadway & 125th St (SW),1,40.815307,-73.958826
125th St - Broadway & Tiemann Pl (NW),1,40.815688,-73.958554
137th St-City College - Broadway & 137th St (NW),1,40.821584,-73.954223
137th St-City College - Broadway & 137th St (NE),1,40.821391,-73.953906
137th St-City College - Broadway & 137th St (NE),1,40.821454,-73.953856
137th St-City College - Broadway & 137th St (SW),1,40.821348,-73.954408
145th St - Broadway & 145th St (NE),1,40.826657,-73.95052
145th St - Broadway & 145th St (NW),1,40.826513,-73.950162
145th St - Broadway & 145th St (SW),1,40.826199,-73.950392
14th St - 7th Ave & 14th St (SW),"F,L,M,1,2,3",40.738484,-73.999914
14th St - 7th Ave & 13th St (NE),"F,L,M,1,2,3",40.737846,-73.99993
14th St - 7th Ave & 12th St (NE),"F,L,M,1,2,3",40.737197,-74.0004
14th St - 7th Ave & 12th St (NW),"F,L,M,1,2,3",40.737388,-74.000815
14th St - 7th Ave & 13th St (NW),"F,L,M,1,2,3",40.738013,-74.000329
14th St - 7th Ave & 14th St (SE),"F,L,M,1,2,3",40.738358,-73.999656
14th St - 7th Ave & 14th St (NE),"F,L,M,1,2,3",40.738585,-73.999405
14th St - 7th Ave & 14th St (NW),"F,L,M,1,2,3",40.738775,-73.999711
157th St - Broadway & 157th St (NW),1,40.834221,-73.945073
157th St - Broadway & 157th St (NW),1,40.834268,-73.945183
157th St - Broadway & 157th St (SE),1,40.833832,-73.944753
157th St - Broadway & 157th St (SE),1,40.83386,-73.94462
168th St - Broadway & 168th St (SE),"A,C,1",40.840717,-73.93972
168th St -  &  (),"A,C,1",40.841024,-73.940083
168th St - Broadway & 168th St (SW),"A,C,1",40.840859,-73.940209
181st St - Saint Nicholas Ave & 181st St (SE),1,40.849098,-73.933747
181st St - Saint Nicholas Ave & 181st St (NE),1,40.849435,-73.933428
18th St - 7th Ave & 18th St (NW),1,40.741206,-73.998035
18th St - 7th Ave & 18th St (NW),1,40.741783,-73.997557
18th St - 7th Ave & 18th St (SW),1,40.741081,-73.998105
18th St - 7th Ave & 18th St (NE),1,40.741015,-73.99758
18th St - 7th Ave & 18th St (SE),1,40.74092,-73.997698
18th St - 7th Ave & 18th St (NE),1,40.741617,-73.997197
191st St - Broadway & 190th St (NE),1,40.856413,-73.932605
191st St - Saint Nicholas Ave & 191st St (SW),1,40.855374,-73.929536
207th St - 10th Ave & 207th St (NW),1,40.864745,-73.918864
207th St - 10th Ave & 207th St (NE),1,40.864599,-73.918681
207th St - 10th Ave & 207th St (SE),1,40.86423,-73.918951
207th St - 10th Ave & 207th St (SW),1,40.864283,-73.919222
215th St - 10th Ave & 215th St (NW),1,40.869793,-73.91517
215th St - 10th Ave & 215th St (NE),1,40.869729,-73.914954
215th St - 10th Ave & 215th St (SE),1,40.869315,-73.915216
215th St - 10th Ave & 215th St (SW),1,40.869412,-73.915455
231st St - Broadway & 231st St (SE),1,40.878694,-73.904821
231st St - Broadway & 231st St (SW),1,40.878775,-73.905024
231st St - Broadway & 231st St (NE),1,40.879091,-73.904538
231st St - Broadway & 231st St (NW),1,40.879168,-73.904751
238th St - Broadway & 238th St (SW),1,40.884813,-73.900923
238th St - Broadway & 238th St (SE),1,40.885226,-73.900439
238th St - Broadway & 238th St (NE),1,40.884868,-73.900598
23rd St - 7th Ave & 23rd St (SW),1,40.744017,-73.995901
23rd St - 7th Ave & 23rd St (NE),1,40.74412,-73.995348
23rd St - 7th Ave & 23rd St (NW),1,40.744313,-73.995811
23rd St - 7th Ave & 23rd St (SE),1,40.74391,-73.995608
28th St - 7th Ave & 27th St (NW),1,40.746787,-73.993955
28th St - 7th Ave & 28th St (NW),1,40.747392,-73.99351
28th St - 7th Ave & 28th St (NE),1,40.747216,-73.993121
28th St - 7th Ave & 28th St (SW),1,40.747264,-73.993611
28th St - 7th Ave & 28th St (SE),1,40.747036,-73.993138
28th St - 7th Ave & 27th St (NE),1,40.746594,-73.993555
34th St - 7th Ave & 33rd St (NE),"1,2,3",40.750313,-73.990854
34th St - 7th Ave & 33rd St (SE),"1,2,3",40.750077,-73.99082
34th St - 7th Ave & 32nd St (NE),"1,2,3",40.749656,-73.99113
34th St - 7th Ave & 34th St (SW),"1,2,3",40.751046,-73.991271
34th St - 7th Ave & 34th St (NE),"1,2,3",40.75102,-73.990323
34th St - 7th Ave & 34th St (SE),"1,2,3",40.75081,-73.990481
34th St - 7th Ave & 32nd St (W),"1,2,3",40.74979,-73.991721
34th St - 7th Ave & 34th St (NW),"1,2,3",40.751187,-73.990791
34th St - 7th Ave & 34th St (SW),"1,2,3",40.750982,-73.990899
34th St - 7th Ave & 33rd St (NW),"1,2,3",40.750476,-73.991254
34th St - 7th Ave & 33rd St (NE),"1,2,3",40.750283,-73.99065
50th St - Broadway & 50th St (NE),1,40.761367,-73.983782
50th St - Broadway & 50th St (NE),1,40.761212,-73.983357
50th St - Broadway & 50th St (SE),1,40.761111,-73.983436
50th St - Broadway & 50th St (SE),1,40.761282,-73.983853
50th St - Broadway & 50th St (NW),1,40.761561,-73.984154
50th St - Broadway & 50th St (SW),1,40.761432,-73.98437
59th St-Columbus Circle - Columbus Circle & 59th St (SE),"A,B,C,D,1",40.769365,-73.982392
59th St-Columbus Circle - Broadway & 60th St (SW),"A,B,C,D,1",40.768777,-73.982106
59th St-Columbus Circle - Columbus Circle & 59th St (SE),"A,B,C,D,1",40.769227,-73.9824
59th St-Columbus Circle - Columbus Circle & 59th St (SE),"A,B,C,D,1",40.767654,-73.981423
59th St-Columbus Circle - Columbus Circle & 59th St (SE),"A,B,C,D,1",40.767642,-73.981235
